"input","match","din/npn","dtc","ahfs","database","type","matches","both"
"metformin","METFORMIN","02231389","A10BA02","68:20.04","drug","direct","1","no"
"Metformin 500 mg","METFORMIN","02231389","A10BA02","68:20.04","drug","word","1","no"
"Metformin 500 mg","METFORMIN","02231389","A10BA02","68:20.04","drug","word","1","no"
"METFORMIN 500MG","METFORMIN","02231389","A10BA02","68:20.04","drug","word","1","no"
"metformin hcl 500 mg","METFORMIN","02231389","A10BA02","68:20.04","drug","word","1","no"
"metformin hydrochloride","METFORMIN","02231389","A10BA02","68:20.04","drug","word","1","no"
"metformin hydrochloride","METFORMIN","02231389","A10BA02","68:20.04","drug","word","1","no"
"Metformin hydrochloride","METFORMIN","02231389","A10BA02","68:20.04","drug","word","1","no"
"metformin hydrochloride","METFORMIN","02231389","A10BA02","68:20.04","drug","word","1","no"
"Methadose","METHADOSE","02394596","N07BC02","28:08.08","drug","direct","1","no"
"methotrexate","METHOTREXATE","02170671","L01BA01","10:00.00","drug","direct","1","no"
"Methyl Sulfonyl Methane","Msm 1000 Mg","80001844","","","natural","simple","2",""
"Methyl-sulfonyl-methane","Msm 1000 Mg","80001844","","","natural","direct","1",""
"metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"METOPROLOL","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"Metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"Metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"Metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"Metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"Metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"Metoprolol","METOPROLOL","02350394","C07AB02","24:24.00","drug","direct","1","no"
"metoprolol 100 mg","METOPROLOL","02350394","C07AB02","24:24.00","drug","word","1","no"
"metoprolol 25 mg","METOPROLOL","02350394","C07AB02","24:24.00","drug","word","1","no"
"Metoprolol 25mg","METOPROLOL","02350394","C07AB02","24:24.00","drug","word","1","no"
"Metoprolol Tart","METOPROLOL","02350394","C07AB02","24:24.00","drug","word","1","no"
"metoprolol tart film-ctd","METOPROLOL","02350394","C07AB02","24:24.00","drug","word","1","no"
"Metoprolol Tartrate","METOPROLOL","02350394","C07AB02","24:24.00","drug","word","1","no"
"Metronidazole","METRONIDAZOLE","00545066","P01AB01","08:30.92","drug","direct","1","no"
"metronidazole","METRONIDAZOLE","00545066","P01AB01","08:30.92","drug","direct","1","no"
"micardis plus","MICARDIS PLUS","02244344","C09DA07","24:32.08 40:28.20","drug","direct","2","no"
"Micardis Plus","MICARDIS PLUS","02244344","C09DA07","24:32.08 40:28.20","drug","direct","2","no"
"Micardis Plus","MICARDIS PLUS","02244344","C09DA07","24:32.08 40:28.20","drug","direct","2","no"
"Micardis Plus","MICARDIS PLUS","02244344","C09DA07","24:32.08 40:28.20","drug","direct","2","no"
"micro K extencaps 8 meq","MICRO","02136996","D08AE55","84:04.92","drug","word","1","no"
"micro k potassium","MICRO","02136996","D08AE55","84:04.92","drug","word","1","no"
"Mid Nite for Menopause","Ménopause","80003245","","","natural","word","1",""
"midnight for menopause","Ménopause","80003245","","","natural","word","1",""
"migraine medication acetaminophen 250, aspirin 250 caffene,65mg","ACETAMINOPHEN","02236958","N02BE01","28:08.92","drug","word","1","no"
"Migraine Relief","Migraine Relief","80049521","","","natural","direct","1",""
"milk thistle","MILK THISTLE","02184788","","92:01.00","drug","direct","1","yes"
"milk thistle","MILK THISTLE","02184788","","92:01.00","drug","direct","1","yes"
"Milk thistle","MILK THISTLE","02184788","","92:01.00","drug","direct","1","yes"
"milk thistle","MILK THISTLE","02184788","","92:01.00","drug","direct","1","yes"
"Milk Thistle","MILK THISTLE","02184788","","92:01.00","drug","direct","1","yes"
"Milk Thistle","MILK THISTLE","02184788","","92:01.00","drug","direct","1","yes"
"milk thistle","MILK THISTLE","02184788","","92:01.00","drug","direct","1","yes"
"Milk Thistle","MILK THISTLE","02184788","","92:01.00","drug","direct","1","yes"
"Milk Thistle 250mg","Milk Thistle 250mg","80022902","","","natural","direct","1",""
"millepertuis","Millepertuis","80001328","","","natural","direct","1",""
"Mint Zopiclone","ZOPICLONE","02282445","N05CF01","28:24.92","drug","word","1","no"
"Mint-Finasteride 5 mg","MINT-FINASTERIDE","02389878","G04CB01","92:08.00","drug","word","1","no"
"mint-tramadol/acet 37.5/325 mg","MINT-TRAMADOL/ACET","02389800","N02AX52","28:08.08 28:08.92","drug","word","2","no"
"Mirena IUD","MIRENA","02243005","G02BA03","68:12.00","drug","word","1","no"
"Mirtazapine (pms)","MIRTAZAPINE","02252279","N06AX11","28:16.04.92","drug","word","1","no"
"moduret","MODURET","00487813","C03EA01","40:28.16 40:28.20","drug","direct","2","no"
"Mona Vie","Monavie","80038152","","","natural","simple","1",""
"Monavie","Monavie","80038152","","","natural","direct","1",""
"monocor 5mg","MONOCOR -(5MG)","02241148","C07AB07","24:24.00","drug","simple","1","no"
"mood take care","Serofin","80006429","","","natural","direct","1",""
"Morinda Ditrifolia - Adaptagenics","Truage Rapid Fuel","80072753","","","natural","word","1",""
"Motrin extra strength","Strength","80060537","","","natural","word","2",""
"MSM","Msm","80002644","","","natural","direct","1",""
"MSM 500mg Glucosamine 375mg","Glucosamine","80000334","","","natural","word","1",""
"multi","MULTI","02243300","S01XA20","52:12.00","drug","direct","1","yes"
"multi","MULTI","02243300","S01XA20","52:12.00","drug","direct","1","yes"
"Multi + daily glow","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi -vitamin","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"Multi B#6","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi mineral","Multi Mineral","80011936","","","natural","direct","1",""
"multi probiotic","Double Strength Ultimate Multi Live Microorganisms","80034114","","","natural","direct","1",""
"multi probiotic","Double Strength Ultimate Multi Live Microorganisms","80034114","","","natural","direct","1",""
"multi purpose vitamin","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"Multi Silver 50+","Multi Silver 50+","80012827","","","natural","direct","1",""
"multi strain probiotic","Complete Probiotic","80011612","","","natural","direct","1",""
"multi strain probiotic","Complete Probiotic","80011612","","","natural","direct","1",""
"multi sure","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi sure for men","FOR MEN","02240797","A11JB S01XA20","52:12.00 88:28.01","drug","word","2","no"
"multi sure for men over 50","FOR MEN","02240797","A11JB S01XA20","52:12.00 88:28.01","drug","word","2","no"
"Multi Sure Multivitamin","MULTIVITAMIN","02236800","S01XA20","52:12.00","drug","word","2","yes"
"multi sure vitamin 50+","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit liquid","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit-centrum forte","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit-spectrum","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vit-womens 1 a day","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vita","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"MULTI VITAMIN","Multi Vitamin","02245493","","","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","02245493","","","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"MULTI VITAMIN","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi Vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"multi vitamin","Multi Vitamin","02245493","","","natural","direct","1",""
"Multi vitamin (iron free multi vitamin)","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"Multi Vitamin +50","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"Multi Vitamin - Centrum 50+","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"Multi Vitamin - Shaklee Vitalizer Men","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"multi vitamin - vita-vim (adult 50+)","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
"Multi Vitamin 50+","MULTI","02243300","S01XA20","52:12.00","drug","word","1","yes"
